seed,experiment,treatment,control,diff
23743,E4_goal_directed,0.2,0.05,0.15000000000000002
23743,E5_recursive_strengthening,0.9947552307676447,0.1248610692326363,0.8698941615350084
23743,E6_clone_divergence,0.03621152879404328,0.0,0.03621152879404328
23743,E7_observation_x_thought,0.26153846153846155,0.06422018348623854,0.19731827805222302
23743,E8_dream_recombination,1.0,0.0,1.0
23743,E9_lora_validated_internalization,0.9800000190734863,0.8180000185966492,0.16200000047683716
23743,E10_validated_vs_unvalidated,0.9157142639160156,0.6757143139839172,0.2399999499320984
23743,E11_verified_sharpening,0.9775000214576721,0.6837499737739563,0.2937500476837158
23743,E12_anchor_preservation,0.8159999847412109,0.7360000014305115,0.07999998331069946
23796,E1_recall_competition,0.3721880335865747,0.047400899835211195,0.32478713375136353
23796,E2_associative_chain,0.6045454545454545,0.031818181818181815,0.5727272727272726
23796,E3_endogenous_transfer,0.2833333333333333,0.0,0.2833333333333333
23796,E4_goal_directed,0.2611111111111111,0.06111111111111111,0.2
23796,E5_recursive_strengthening,0.9945145438844928,0.12001459435757655,0.8744999495269162
23796,E6_clone_divergence,0.036822069101400824,0.0,0.036822069101400824
23796,E7_observation_x_thought,0.20418848167539266,0.013953488372093023,0.19023499330329963
23796,E8_dream_recombination,1.0,0.0,1.0
23796,E9_lora_validated_internalization,0.9739999771118164,0.7680000066757202,0.2059999704360962
23796,E10_validated_vs_unvalidated,0.9528571367263794,0.8128571510314941,0.13999998569488525
23796,E11_verified_sharpening,0.9825000166893005,0.7900000214576721,0.19249999523162842
23796,E12_anchor_preservation,0.8740000128746033,0.7839999794960022,0.09000003337860107
23849,E1_recall_competition,0.3458841149818862,0.03583041587023785,0.3100536991116484
23849,E2_associative_chain,0.6545454545454545,0.022727272727272728,0.6318181818181818
23849,E3_endogenous_transfer,0.25833333333333336,0.0,0.25833333333333336
23849,E4_goal_directed,0.2388888888888889,0.044444444444444446,0.19444444444444445
23849,E5_recursive_strengthening,0.9948002727117597,0.1258115699154562,0.8689887027963036
23849,E6_clone_divergence,0.03757796380370267,0.0,0.03757796380370267
23849,E7_observation_x_thought,0.21390374331550802,0.05714285714285714,0.15676088617265088
23849,E8_dream_recombination,1.0,0.0,1.0
23849,E9_lora_validated_internalization,0.9879999756813049,0.9020000100135803,0.08599996566772461
23849,E10_validated_vs_unvalidated,0.8585714101791382,0.7342857122421265,0.12428569793701172
23849,E11_verified_sharpening,0.9862499833106995,0.8199999928474426,0.16624999046325684
23849,E12_anchor_preservation,0.9620000123977661,0.949999988079071,0.012000024318695068
23902,E1_recall_competition,0.3708123294212792,0.044615791819004214,0.32619653760227496
23902,E2_associative_chain,0.5636363636363636,0.03636363636363636,0.5272727272727272
23902,E3_endogenous_transfer,0.26666666666666666,0.0,0.26666666666666666
23902,E4_goal_directed,0.25,0.07222222222222222,0.17777777777777778
23902,E5_recursive_strengthening,0.9947086081271398,0.12389213268191747,0.8708164754452223
23902,E6_clone_divergence,0.03669864456602763,0.0,0.03669864456602763
23902,E7_observation_x_thought,0.15544041450777202,0.046948356807511735,0.10849205770026028
23902,E8_dream_recombination,1.0,0.0,1.0
23902,E9_lora_validated_internalization,0.9459999799728394,0.6480000019073486,0.2979999780654907
23902,E10_validated_vs_unvalidated,0.8799999952316284,0.6671428680419922,0.21285712718963623
23902,E11_verified_sharpening,0.9787499904632568,0.8174999952316284,0.16124999523162842
23902,E12_anchor_preservation,0.9300000071525574,0.8960000276565552,0.0339999794960022
23955,E1_recall_competition,0.3468531371518174,0.09136756128110438,0.2554855758707131
23955,E2_associative_chain,0.6227272727272727,0.05,0.5727272727272726
23955,E3_endogenous_transfer,0.3416666666666667,0.0,0.3416666666666667
23955,E4_goal_directed,0.25555555555555554,0.07777777777777778,0.17777777777777776
23955,E5_recursive_strengthening,0.9947136915706554,0.12399705283699278,0.8707166387336626
23955,E6_clone_divergence,0.03439815746230276,0.0,0.03439815746230276
23955,E7_observation_x_thought,0.17727272727272728,0.029787234042553193,0.14748549323017407
23955,E8_dream_recombination,1.0,0.0,1.0
23955,E9_lora_validated_internalization,0.9599999785423279,0.6620000004768372,0.2979999780654907
23955,E10_validated_vs_unvalidated,0.9242857098579407,0.6885714530944824,0.23571425676345825
23955,E11_verified_sharpening,0.9649999737739563,0.7087500095367432,0.25624996423721313
23955,E12_anchor_preservation,0.7139999866485596,0.5879999995231628,0.12599998712539673
24008,E1_recall_competition,0.30194150198988806,0.1309945433650374,0.17094695862485065
24008,E2_associative_chain,0.6272727272727273,0.022727272727272728,0.6045454545454546
24008,E3_endogenous_transfer,0.275,0.0,0.275
24008,E4_goal_directed,0.17777777777777778,0.03888888888888889,0.1388888888888889
